Date,Time,Velocity_X,Velocity_Y,Clicks,R_Clicks,L_Clicks,M_Clicks,All_keys_N,Arrow_keys_N,Spaces_N,Shft_Ctrl_Alt_N,M_A0,STD_A0,M_A1,STD_A1,M_A2,STD_A2,M_A3,STD_A3,M_A4,STD_A4,Label
2021-02-10,01:37:40,5.68,3.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.5,66.38631528517648,33.0,1.6035674514745464,95.375,1.407885953173359,103.625,5.950690236074659,79.125,1.807721533549109,2
2021-02-10,01:37:48,0.17154811715481172,0.5104602510460251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.5,0.5345224838248488,32.625,0.9161253813129043,93.0,1.1952286093343936,105.625,3.0676887530703447,81.375,1.1877349391654208,2
2021-02-10,01:37:56,11.89864864864865,3.081081081081081,0.0,0.0,0.0,0.0,0.875,0.0,0.25,0.0,237.5,3.625307868699863,48.0,23.591766118106303,85.75,7.704358692139331,101.0,8.815570640309435,61.625,17.418688650002167,2
2021-02-10,01:38:04,0.009174311926605505,0.14067278287461774,0.0,0.0,0.0,0.0,0.875,0.0,0.25,0.0,239.625,5.629958132298016,79.875,10.453126668268071,80.375,2.7222627143085005,91.75,3.494894235064305,41.375,2.1998376563477846,2
2021-02-10,01:38:12,0.4890829694323144,0.8318777292576419,0.0,0.0,0.0,0.0,0.875,0.0,0.25,0.0,242.375,2.445841952609133,213.375,49.902583672019,86.125,1.1259916264596033,97.0,1.4142135623730951,44.625,0.9161253813129043,2
2021-02-10,01:38:20,8.362637362637363,4.344322344322344,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,240.5,4.035556254807296,146.25,84.22885491326592,88.875,2.100170061141308,100.5,7.091242083423347,43.625,2.326094212561969,2
2021-02-10,01:38:28,0.0,0.3829787234042553,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,243.375,2.38671920665766,71.375,1.1877349391654208,93.375,1.1877349391654208,110.0,2.0701966780270626,47.75,1.3887301496588271,4
2021-02-10,01:38:36,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,54.25,102.48449360060003,11.125,25.941899368726702,10.625,30.05203820042827,6.875,19.445436482630058,4.5,12.727922061357855,4
2021-02-10,01:38:44,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:38:52,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:39:00,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:39:08,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
