Date,Time,Velocity_X,Velocity_Y,Clicks,R_Clicks,L_Clicks,M_Clicks,All_keys_N,Arrow_keys_N,Spaces_N,Shft_Ctrl_Alt_N,M_A0,STD_A0,M_A1,STD_A1,M_A2,STD_A2,M_A3,STD_A3,M_A4,STD_A4,Label
2021-02-10,22:37:54,4.301282051282051,3.371794871794872,0.5,0.0,0.0,0.0,0.625,0.0,0.0,0.0,173.71428571428572,69.55025589628046,22.714285714285715,2.563479777846623,22.142857142857142,2.2677868380553634,100.14285714285714,1.4638501094227998,75.85714285714286,2.193062655175134,0
2021-02-10,22:38:02,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.125,0.0,168.125,44.78021725207301,23.625,0.5175491695067657,23.375,0.7440238091428449,108.875,1.807721533549109,77.5,1.4142135623730951,0
2021-02-10,22:38:10,0.0,0.0,0.5,0.0,0.0,0.0,2.125,0.0,0.375,0.0,174.0,0.7559289460184544,23.875,0.6408699444616557,24.25,0.7071067811865476,111.875,0.3535533905932738,79.625,0.5175491695067657,0
2021-02-10,22:38:18,0.0,0.0,0.5,0.0,0.0,0.0,2.75,0.0,0.5,0.0,175.75,1.3887301496588271,24.0,0.5345224838248488,24.0,0.7559289460184544,113.75,1.0350983390135313,80.0,0.5345224838248488,0
2021-02-10,22:38:26,9.770685579196217,3.1631205673758864,1.0,0.0,0.0,0.0,3.25,0.0,0.5,0.0,136.375,57.181259417499966,24.875,0.6408699444616557,24.75,0.4629100498862757,114.875,0.8345229603962802,81.25,0.7071067811865476,0
2021-02-10,22:38:34,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.625,0.0,167.375,2.2638462845343543,23.25,1.0350983390135313,22.625,0.7440238091428449,108.375,6.5013734812620285,79.0,2.2038926600773587,0
2021-02-10,22:38:42,13.25301204819277,4.0843373493975905,2.0,0.0,0.0,0.0,4.25,0.0,0.625,0.0,170.375,1.8468119248354136,23.625,0.5175491695067657,23.0,0.7559289460184544,115.75,1.2817398889233114,80.625,0.7440238091428449,1
2021-02-10,22:38:50,10.76923076923077,7.834841628959276,2.25,0.0,0.0,0.0,4.375,0.0,0.625,0.0,173.625,0.7440238091428449,24.75,0.7071067811865476,24.125,0.8345229603962802,116.75,0.4629100498862757,81.875,1.1259916264596033,1
2021-02-10,22:38:58,0.0,0.0,2.25,0.0,0.0,0.0,4.375,0.0,1.125,0.0,132.125,57.52623625045234,24.5,0.5345224838248488,24.375,0.5175491695067657,117.0,1.6903085094570331,82.875,0.6408699444616557,1
2021-02-10,22:39:06,87.76086956521739,12.08695652173913,2.25,0.0,0.0,0.0,4.5,0.0,1.5,0.0,109.125,61.25459166462544,43.25,77.32999787552416,12.875,1.6420805617960927,75.125,9.125122308377962,58.375,5.125217765408329,1
2021-02-10,22:39:14,0.0,0.0,2.25,0.0,0.0,0.0,5.0,0.0,2.375,0.0,13.5,0.7559289460184544,148.75,112.9864087907416,28.5,13.617215994048541,89.5,9.680613912055666,63.0,0.5345224838248488,1
2021-02-10,22:39:22,17.138755980861244,2.8157894736842106,2.25,0.0,0.0,0.0,5.125,0.0,2.5,0.0,14.0,0.9258200997725514,14.0,0.9258200997725514,14.0,0.7559289460184544,85.125,3.090885217631258,63.5,1.7728105208558367,1
