Date,Time,Velocity_X,Velocity_Y,Clicks,R_Clicks,L_Clicks,M_Clicks,All_keys_N,Arrow_keys_N,Spaces_N,Shft_Ctrl_Alt_N,M_A0,STD_A0,M_A1,STD_A1,M_A2,STD_A2,M_A3,STD_A3,M_A4,STD_A4,Label
2021-02-10,01:19:05,0.6829268292682927,1.3170731707317074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,91.33454987024352,71.0,0.816496580927726,49.25,0.9574271077563381,127.25,0.9574271077563381,48.0,0.816496580927726,1
2021-02-10,01:19:10,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,143.8,92.89348739281995,68.6,1.140175425099138,50.8,2.588435821108957,127.8,1.4832396974191324,47.6,1.5165750888103102,1
2021-02-10,01:19:15,9.971929824561403,4.508771929824562,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,212.6,0.8944271909999159,69.4,0.8944271909999159,50.0,1.5811388300841898,128.0,0.7071067811865476,49.0,0.7071067811865476,1
2021-02-10,01:19:20,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.2,0.0,208.8,0.4472135954999579,70.4,0.8944271909999159,50.0,1.4142135623730951,129.0,0.7071067811865476,48.6,1.140175425099138,1
2021-02-10,01:19:25,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.6,0.0,200.4,2.966479394838265,72.4,6.107372593840989,53.2,1.7888543819998317,122.8,14.635573101180562,45.8,7.463243262818116,1
2021-02-10,01:19:30,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,1.2,0.0,213.2,2.4899799195977463,67.6,0.8944271909999159,61.8,2.588435821108957,102.4,2.701851217221259,37.2,0.8366600265340756,1
2021-02-10,01:19:35,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.6,0.0,211.6,7.021395872616783,70.6,1.6733200530681511,66.4,0.8944271909999159,107.4,0.8944271909999159,39.8,1.4832396974191324,1
2021-02-10,01:19:40,7.172413793103448,7.448275862068965,0.0,0.0,0.0,0.0,4.6,0.0,1.8,0.0,200.6,1.140175425099138,71.0,1.7320508075688772,68.0,0.7071067811865476,108.6,1.51657508881031,39.4,1.140175425099138,1
2021-02-10,01:19:45,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,2.2,0.0,200.6,0.5477225575051661,73.8,1.0954451150103321,68.4,1.51657508881031,105.2,2.7748873851023217,40.2,0.8366600265340756,1
2021-02-10,01:19:50,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,203.0,1.4142135623730951,75.0,0.7071067811865476,70.8,0.8366600265340756,107.4,1.51657508881031,41.2,0.8366600265340756,1
2021-02-10,01:19:55,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,203.2,1.0954451150103321,76.2,1.7888543819998317,71.0,2.1213203435596424,107.4,0.5477225575051661,43.2,4.207136793592526,3
2021-02-10,01:20:00,18.982558139534884,11.741279069767442,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,199.2,14.498275759551547,27.0,28.78367592924851,48.8,23.85791273351464,63.6,39.840933723997985,41.8,4.711687595755898,3
2021-02-10,01:20:05,13.332278481012658,3.509493670886076,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,186.0,4.0,27.6,12.320714265009151,62.6,2.701851217221259,81.8,1.6431676725154982,43.8,0.8366600265340756,3
2021-02-10,01:20:10,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,17.4,2.073644135332772,164.6,59.65986925899185,76.4,17.7426040929735,86.2,1.3038404810405297,47.6,1.6733200530681511,3
2021-02-10,01:20:15,4.052631578947368,0.9824561403508771,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,19.4,0.8944271909999159,190.6,1.9493588689617927,109.8,1.3038404810405297,88.2,0.8366600265340756,49.8,1.0954451150103321,3
2021-02-10,01:20:20,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,19.6,1.140175425099138,189.0,1.0,107.8,2.7748873851023217,85.8,0.8366600265340756,50.4,0.5477225575051661,3
2021-02-10,01:20:25,2.2549019607843137,0.17647058823529413,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,19.6,0.5477225575051661,188.0,0.0,109.8,0.8366600265340756,88.0,0.7071067811865476,50.6,1.140175425099138,3
2021-02-10,01:20:30,4.964912280701754,1.3245614035087718,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,30.4,24.38852189043034,189.6,2.5099800796022267,109.4,2.5099800796022267,89.6,3.1304951684997055,50.2,1.9235384061671343,3
2021-02-10,01:20:35,0.4,0.6,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,77.2,2.280350850198276,192.8,0.4472135954999579,110.4,0.8944271909999159,96.4,1.51657508881031,49.2,0.4472135954999579,3
