Date,Time,Velocity_X,Velocity_Y,Clicks,R_Clicks,L_Clicks,M_Clicks,All_keys_N,Arrow_keys_N,Spaces_N,Shft_Ctrl_Alt_N,M_A0,STD_A0,M_A1,STD_A1,M_A2,STD_A2,M_A3,STD_A3,M_A4,STD_A4,Label
2021-02-10,01:56:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:56:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:56:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:57:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:57:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2021-02-10,01:57:22,7.312359550561798,4.853932584269663,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,7.0992957397195395,4.1,6.887186169498639,14.9,29.221187138406574,26.9,44.13728582502553,10.7,18.631216337701147,1
2021-02-10,01:57:32,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.0,0.1,0.0,9.9,0.8755950357709131,10.0,0.6666666666666666,9.9,0.9944289260117533,87.3,2.7908580918579307,31.7,2.496664441476534,1
2021-02-10,01:57:42,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.6,0.0,88.1,84.24758486482301,84.1,91.85792169311135,26.1,38.66221238711859,92.7,0.8232726023485646,35.0,0.6666666666666666,1
2021-02-10,01:57:52,0.0,0.0,0.6,0.0,0.0,0.0,2.7,0.0,1.2,0.0,10.7,0.9486832980505138,11.4,0.6992058987801011,45.3,55.477823397181766,95.1,4.280446497997869,36.0,0.9428090415820634,1
2021-02-10,01:58:02,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.2,0.0,11.444444444444445,0.5270462766947299,11.444444444444445,0.5270462766947299,11.666666666666666,0.5,95.11111111111111,1.1666666666666667,36.77777777777778,0.44095855184409843,1
NaN,01:58:12,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:58:22,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:58:32,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:58:42,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:58:52,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:59:02,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:59:12,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:59:22,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaN,01:59:32,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
